2025-07-07 12:47:51,161 - INFO - Iniciando análise do arquivo: script.lens
2025-07-07 12:47:51,161 - INFO - Código carregado com sucesso.
2025-07-07 12:47:51,200 - INFO - Tokens analisados com sucesso. Imprimindo tokens:
2025-07-07 12:47:51,327 - INFO - Token: <C_I, }, Linha 210, Coluna 4>
2025-07-07 12:47:51,327 - INFO - Token: <ELSEIF, elseif, Linha 210, Coluna 6>
2025-07-07 12:47:51,327 - INFO - Token: <P_N, (, Linha 210, Coluna 13>
2025-07-07 12:47:51,328 - INFO - Token: <VAR, operacao, Linha 210, Coluna 14>
2025-07-07 12:47:51,328 - INFO - Token: <EQ, ==, Linha 210, Coluna 23>
2025-07-07 12:47:51,328 - INFO - Token: <INT, 2, Linha 210, Coluna 26>
2025-07-07 12:47:51,328 - INFO - Token: <P_I, ), Linha 210, Coluna 27>
2025-07-07 12:47:51,329 - INFO - Token: <C_N, {, Linha 210, Coluna 29>
2025-07-07 12:47:51,329 - INFO - Token: <LET, let, Linha 211, Coluna 8>
2025-07-07 12:47:51,329 - INFO - Token: <VAR, result, Linha 211, Coluna 12>
2025-07-07 12:47:51,329 - INFO - Token: <POINT2, :, Linha 211, Coluna 18>
2025-07-07 12:47:51,330 - INFO - Token: <INT_TYPE, int, Linha 211, Coluna 20>
2025-07-07 12:47:51,330 - INFO - Token: <EQUALS, =, Linha 211, Coluna 24>
2025-07-07 12:47:51,330 - INFO - Token: <VAR, num1, Linha 211, Coluna 26>
2025-07-07 12:47:51,330 - INFO - Token: <SUB, -, Linha 211, Coluna 31>
2025-07-07 12:47:51,330 - INFO - Token: <VAR, num2, Linha 211, Coluna 33>
2025-07-07 12:47:51,331 - INFO - Token: <PRINT, print, Linha 212, Coluna 8>
2025-07-07 12:47:51,331 - INFO - Token: <DUPONT, ::, Linha 212, Coluna 14>
2025-07-07 12:47:51,331 - INFO - Token: <STRING, "Subtração:", Linha 212, Coluna 17>
2025-07-07 12:47:51,331 - INFO - Token: <VIRG, ,, Linha 212, Coluna 29>
2025-07-07 12:47:51,331 - INFO - Token: <VAR, num1, Linha 212, Coluna 31>
2025-07-07 12:47:51,332 - INFO - Token: <VIRG, ,, Linha 212, Coluna 35>
2025-07-07 12:47:51,332 - INFO - Token: <STRING, "-", Linha 212, Coluna 37>
2025-07-07 12:47:51,332 - INFO - Token: <VIRG, ,, Linha 212, Coluna 40>
2025-07-07 12:47:51,332 - INFO - Token: <VAR, num2, Linha 212, Coluna 42>
2025-07-07 12:47:51,332 - INFO - Token: <VIRG, ,, Linha 212, Coluna 46>
2025-07-07 12:47:51,332 - INFO - Token: <STRING, "=", Linha 212, Coluna 48>
2025-07-07 12:47:51,333 - INFO - Token: <VIRG, ,, Linha 212, Coluna 51>
2025-07-07 12:47:51,333 - INFO - Token: <VAR, result, Linha 212, Coluna 53>
2025-07-07 12:47:51,333 - INFO - Token: <C_I, }, Linha 213, Coluna 4>
2025-07-07 12:47:51,333 - INFO - Token: <ELSEIF, elseif, Linha 213, Coluna 6>
2025-07-07 12:47:51,333 - INFO - Token: <P_N, (, Linha 213, Coluna 13>
2025-07-07 12:47:51,334 - INFO - Token: <VAR, operacao, Linha 213, Coluna 14>
2025-07-07 12:47:51,334 - INFO - Token: <EQ, ==, Linha 213, Coluna 23>
2025-07-07 12:47:51,334 - INFO - Token: <INT, 3, Linha 213, Coluna 26>
2025-07-07 12:47:51,334 - INFO - Token: <P_I, ), Linha 213, Coluna 27>
2025-07-07 12:47:51,334 - INFO - Token: <C_N, {, Linha 213, Coluna 29>
2025-07-07 12:47:51,334 - INFO - Token: <LET, let, Linha 214, Coluna 8>
2025-07-07 12:47:51,335 - INFO - Token: <VAR, result, Linha 214, Coluna 12>
2025-07-07 12:47:51,335 - INFO - Token: <POINT2, :, Linha 214, Coluna 18>
2025-07-07 12:47:51,335 - INFO - Token: <INT_TYPE, int, Linha 214, Coluna 20>
2025-07-07 12:47:51,335 - INFO - Token: <EQUALS, =, Linha 214, Coluna 24>
2025-07-07 12:47:51,336 - INFO - Token: <VAR, num1, Linha 214, Coluna 26>
2025-07-07 12:47:51,336 - INFO - Token: <MUL, *, Linha 214, Coluna 31>
2025-07-07 12:47:51,336 - INFO - Token: <VAR, num2, Linha 214, Coluna 33>
2025-07-07 12:47:51,336 - INFO - Token: <PRINT, print, Linha 215, Coluna 8>
2025-07-07 12:47:51,337 - INFO - Token: <DUPONT, ::, Linha 215, Coluna 14>
2025-07-07 12:47:51,337 - INFO - Token: <STRING, "Multiplicação:", Linha 215, Coluna 17>
2025-07-07 12:47:51,337 - INFO - Token: <VIRG, ,, Linha 215, Coluna 33>
2025-07-07 12:47:51,337 - INFO - Token: <VAR, num1, Linha 215, Coluna 35>
2025-07-07 12:47:51,337 - INFO - Token: <VIRG, ,, Linha 215, Coluna 39>
2025-07-07 12:47:51,338 - INFO - Token: <STRING, "*", Linha 215, Coluna 41>
2025-07-07 12:47:51,338 - INFO - Token: <VIRG, ,, Linha 215, Coluna 44>
2025-07-07 12:47:51,338 - INFO - Token: <VAR, num2, Linha 215, Coluna 46>
2025-07-07 12:47:51,338 - INFO - Token: <VIRG, ,, Linha 215, Coluna 50>
2025-07-07 12:47:51,338 - INFO - Token: <STRING, "=", Linha 215, Coluna 52>
2025-07-07 12:47:51,339 - INFO - Token: <VIRG, ,, Linha 215, Coluna 55>
2025-07-07 12:47:51,339 - INFO - Token: <VAR, result, Linha 215, Coluna 57>
2025-07-07 12:47:51,339 - INFO - Token: <C_I, }, Linha 216, Coluna 4>
2025-07-07 12:47:51,339 - INFO - Token: <ELSEIF, elseif, Linha 216, Coluna 6>
2025-07-07 12:47:51,339 - INFO - Token: <P_N, (, Linha 216, Coluna 13>
2025-07-07 12:47:51,340 - INFO - Token: <VAR, operacao, Linha 216, Coluna 14>
2025-07-07 12:47:51,340 - INFO - Token: <EQ, ==, Linha 216, Coluna 23>
2025-07-07 12:47:51,340 - INFO - Token: <INT, 4, Linha 216, Coluna 26>
2025-07-07 12:47:51,340 - INFO - Token: <P_I, ), Linha 216, Coluna 27>
2025-07-07 12:47:51,340 - INFO - Token: <C_N, {, Linha 216, Coluna 29>
2025-07-07 12:47:51,341 - INFO - Token: <IF, if, Linha 217, Coluna 8>
2025-07-07 12:47:51,341 - INFO - Token: <P_N, (, Linha 217, Coluna 11>
2025-07-07 12:47:51,341 - INFO - Token: <VAR, num2, Linha 217, Coluna 12>
2025-07-07 12:47:51,341 - INFO - Token: <NEQ, !=, Linha 217, Coluna 17>
2025-07-07 12:47:51,341 - INFO - Token: <INT, 0, Linha 217, Coluna 20>
2025-07-07 12:47:51,341 - INFO - Token: <P_I, ), Linha 217, Coluna 21>
2025-07-07 12:47:51,342 - INFO - Token: <C_N, {, Linha 217, Coluna 23>
2025-07-07 12:47:51,342 - INFO - Token: <LET, let, Linha 218, Coluna 12>
2025-07-07 12:47:51,342 - INFO - Token: <VAR, result, Linha 218, Coluna 16>
2025-07-07 12:47:51,342 - INFO - Token: <POINT2, :, Linha 218, Coluna 22>
2025-07-07 12:47:51,342 - INFO - Token: <INT_TYPE, int, Linha 218, Coluna 24>
2025-07-07 12:47:51,343 - INFO - Token: <EQUALS, =, Linha 218, Coluna 28>
2025-07-07 12:47:51,343 - INFO - Token: <VAR, num1, Linha 218, Coluna 30>
2025-07-07 12:47:51,343 - INFO - Token: <DIV, /, Linha 218, Coluna 35>
2025-07-07 12:47:51,343 - INFO - Token: <VAR, num2, Linha 218, Coluna 37>
2025-07-07 12:47:51,343 - INFO - Token: <PRINT, print, Linha 219, Coluna 12>
2025-07-07 12:47:51,344 - INFO - Token: <DUPONT, ::, Linha 219, Coluna 18>
2025-07-07 12:47:51,344 - INFO - Token: <STRING, "Divisão:", Linha 219, Coluna 21>
2025-07-07 12:47:51,344 - INFO - Token: <VIRG, ,, Linha 219, Coluna 31>
2025-07-07 12:47:51,344 - INFO - Token: <VAR, num1, Linha 219, Coluna 33>
2025-07-07 12:47:51,345 - INFO - Token: <VIRG, ,, Linha 219, Coluna 37>
2025-07-07 12:47:51,345 - INFO - Token: <STRING, "/", Linha 219, Coluna 39>
2025-07-07 12:47:51,345 - INFO - Token: <VIRG, ,, Linha 219, Coluna 42>
2025-07-07 12:47:51,345 - INFO - Token: <VAR, num2, Linha 219, Coluna 44>
2025-07-07 12:47:51,346 - INFO - Token: <VIRG, ,, Linha 219, Coluna 48>
2025-07-07 12:47:51,346 - INFO - Token: <STRING, "=", Linha 219, Coluna 50>
2025-07-07 12:47:51,346 - INFO - Token: <VIRG, ,, Linha 219, Coluna 53>
2025-07-07 12:47:51,346 - INFO - Token: <VAR, result, Linha 219, Coluna 55>
2025-07-07 12:47:51,346 - INFO - Token: <C_I, }, Linha 220, Coluna 8>
2025-07-07 12:47:51,347 - INFO - Token: <ELSE, else, Linha 220, Coluna 10>
2025-07-07 12:47:51,347 - INFO - Token: <C_N, {, Linha 220, Coluna 15>
2025-07-07 12:47:51,347 - INFO - Token: <PRINT, print, Linha 221, Coluna 12>
2025-07-07 12:47:51,347 - INFO - Token: <DUPONT, ::, Linha 221, Coluna 18>
2025-07-07 12:47:51,347 - INFO - Token: <STRING, "Erro: Divisão por zero!", Linha 221, Coluna 21>
2025-07-07 12:47:51,348 - INFO - Token: <C_I, }, Linha 222, Coluna 8>
2025-07-07 12:47:51,348 - INFO - Token: <C_I, }, Linha 223, Coluna 4>
2025-07-07 12:47:51,348 - INFO - Token: <LET, let, Linha 226, Coluna 4>
2025-07-07 12:47:51,348 - INFO - Token: <VAR, n, Linha 226, Coluna 8>
2025-07-07 12:47:51,348 - INFO - Token: <POINT2, :, Linha 226, Coluna 9>
2025-07-07 12:47:51,348 - INFO - Token: <INT_TYPE, int, Linha 226, Coluna 11>
2025-07-07 12:47:51,349 - INFO - Token: <EQUALS, =, Linha 226, Coluna 15>
2025-07-07 12:47:51,349 - INFO - Token: <INT, 5, Linha 226, Coluna 17>
2025-07-07 12:47:51,349 - INFO - Token: <LET, let, Linha 227, Coluna 4>
2025-07-07 12:47:51,349 - INFO - Token: <VAR, fatorial, Linha 227, Coluna 8>
2025-07-07 12:47:51,349 - INFO - Token: <POINT2, :, Linha 227, Coluna 16>
2025-07-07 12:47:51,350 - INFO - Token: <INT_TYPE, int, Linha 227, Coluna 18>
2025-07-07 12:47:51,350 - INFO - Token: <EQUALS, =, Linha 227, Coluna 22>
2025-07-07 12:47:51,350 - INFO - Token: <INT, 1, Linha 227, Coluna 24>
2025-07-07 12:47:51,350 - INFO - Token: <PRINT, print, Linha 228, Coluna 4>
2025-07-07 12:47:51,350 - INFO - Token: <DUPONT, ::, Linha 228, Coluna 10>
2025-07-07 12:47:51,350 - INFO - Token: <STRING, "Calculando fatorial de", Linha 228, Coluna 13>
2025-07-07 12:47:51,351 - INFO - Token: <VIRG, ,, Linha 228, Coluna 37>
2025-07-07 12:47:51,351 - INFO - Token: <VAR, n, Linha 228, Coluna 39>
2025-07-07 12:47:51,351 - INFO - Token: <FOR, for, Linha 230, Coluna 4>
2025-07-07 12:47:51,351 - INFO - Token: <VAR, f, Linha 230, Coluna 8>
2025-07-07 12:47:51,351 - INFO - Token: <IN, in, Linha 230, Coluna 10>
2025-07-07 12:47:51,352 - INFO - Token: <INT, 1, Linha 230, Coluna 13>
2025-07-07 12:47:51,352 - INFO - Token: <DOT2, .., Linha 230, Coluna 14>
2025-07-07 12:47:51,352 - INFO - Token: <VAR, n, Linha 230, Coluna 16>
2025-07-07 12:47:51,352 - INFO - Token: <C_N, {, Linha 230, Coluna 18>
2025-07-07 12:47:51,352 - INFO - Token: <VAR, fatorial, Linha 231, Coluna 8>
2025-07-07 12:47:51,353 - INFO - Token: <MUL, *, Linha 231, Coluna 17>
2025-07-07 12:47:51,353 - INFO - Token: <EQUALS, =, Linha 231, Coluna 18>
2025-07-07 12:47:51,353 - INFO - Token: <VAR, f, Linha 231, Coluna 20>
2025-07-07 12:47:51,353 - INFO - Token: <PRINT, print, Linha 232, Coluna 8>
2025-07-07 12:47:51,353 - INFO - Token: <DUPONT, ::, Linha 232, Coluna 14>
2025-07-07 12:47:51,353 - INFO - Token: <STRING, "Passo", Linha 232, Coluna 17>
2025-07-07 12:47:51,354 - INFO - Token: <VIRG, ,, Linha 232, Coluna 24>
2025-07-07 12:47:51,354 - INFO - Token: <VAR, f, Linha 232, Coluna 26>
2025-07-07 12:47:51,354 - INFO - Token: <VIRG, ,, Linha 232, Coluna 27>
2025-07-07 12:47:51,354 - INFO - Token: <STRING, ":", Linha 232, Coluna 29>
2025-07-07 12:47:51,354 - INFO - Token: <VIRG, ,, Linha 232, Coluna 32>
2025-07-07 12:47:51,354 - INFO - Token: <VAR, fatorial, Linha 232, Coluna 34>
2025-07-07 12:47:51,355 - INFO - Token: <C_I, }, Linha 233, Coluna 4>
2025-07-07 12:47:51,355 - INFO - Token: <PRINT, print, Linha 234, Coluna 4>
2025-07-07 12:47:51,355 - INFO - Token: <DUPONT, ::, Linha 234, Coluna 10>
2025-07-07 12:47:51,355 - INFO - Token: <STRING, "Fatorial final:", Linha 234, Coluna 13>
2025-07-07 12:47:51,355 - INFO - Token: <VIRG, ,, Linha 234, Coluna 30>
2025-07-07 12:47:51,356 - INFO - Token: <VAR, fatorial, Linha 234, Coluna 32>
2025-07-07 12:47:51,356 - INFO - Token: <LET, let, Linha 237, Coluna 4>
2025-07-07 12:47:51,356 - INFO - Token: <VAR, fib1, Linha 237, Coluna 8>
2025-07-07 12:47:51,356 - INFO - Token: <POINT2, :, Linha 237, Coluna 12>
2025-07-07 12:47:51,356 - INFO - Token: <INT_TYPE, int, Linha 237, Coluna 14>
2025-07-07 12:47:51,357 - INFO - Token: <EQUALS, =, Linha 237, Coluna 18>
2025-07-07 12:47:51,357 - INFO - Token: <INT, 0, Linha 237, Coluna 20>
2025-07-07 12:47:51,357 - INFO - Token: <LET, let, Linha 238, Coluna 4>
2025-07-07 12:47:51,357 - INFO - Token: <VAR, fib2, Linha 238, Coluna 8>
2025-07-07 12:47:51,357 - INFO - Token: <POINT2, :, Linha 238, Coluna 12>
2025-07-07 12:47:51,358 - INFO - Token: <INT_TYPE, int, Linha 238, Coluna 14>
2025-07-07 12:47:51,358 - INFO - Token: <EQUALS, =, Linha 238, Coluna 18>
2025-07-07 12:47:51,358 - INFO - Token: <INT, 1, Linha 238, Coluna 20>
2025-07-07 12:47:51,358 - INFO - Token: <LET, let, Linha 239, Coluna 4>
2025-07-07 12:47:51,358 - INFO - Token: <VAR, fib_count, Linha 239, Coluna 8>
2025-07-07 12:47:51,359 - INFO - Token: <POINT2, :, Linha 239, Coluna 17>
2025-07-07 12:47:51,359 - INFO - Token: <INT_TYPE, int, Linha 239, Coluna 19>
2025-07-07 12:47:51,359 - INFO - Token: <EQUALS, =, Linha 239, Coluna 23>
2025-07-07 12:47:51,359 - INFO - Token: <INT, 0, Linha 239, Coluna 25>
2025-07-07 12:47:51,359 - INFO - Token: <PRINT, print, Linha 241, Coluna 4>
2025-07-07 12:47:51,359 - INFO - Token: <DUPONT, ::, Linha 241, Coluna 10>
2025-07-07 12:47:51,360 - INFO - Token: <STRING, "Sequência de Fibonacci:", Linha 241, Coluna 13>
2025-07-07 12:47:51,360 - INFO - Token: <PRINT, print, Linha 242, Coluna 4>
2025-07-07 12:47:51,360 - INFO - Token: <DUPONT, ::, Linha 242, Coluna 10>
2025-07-07 12:47:51,360 - INFO - Token: <STRING, "F(0) =", Linha 242, Coluna 13>
2025-07-07 12:47:51,360 - INFO - Token: <VIRG, ,, Linha 242, Coluna 21>
2025-07-07 12:47:51,361 - INFO - Token: <VAR, fib1, Linha 242, Coluna 23>
2025-07-07 12:47:51,361 - INFO - Token: <PRINT, print, Linha 243, Coluna 4>
2025-07-07 12:47:51,361 - INFO - Token: <DUPONT, ::, Linha 243, Coluna 10>
2025-07-07 12:47:51,361 - INFO - Token: <STRING, "F(1) =", Linha 243, Coluna 13>
2025-07-07 12:47:51,362 - INFO - Token: <VIRG, ,, Linha 243, Coluna 21>
2025-07-07 12:47:51,362 - INFO - Token: <VAR, fib2, Linha 243, Coluna 23>
2025-07-07 12:47:51,362 - INFO - Token: <WHILE, while, Linha 245, Coluna 4>
2025-07-07 12:47:51,362 - INFO - Token: <P_N, (, Linha 245, Coluna 10>
2025-07-07 12:47:51,363 - INFO - Token: <VAR, fib_count, Linha 245, Coluna 11>
2025-07-07 12:47:51,363 - INFO - Token: <LT, <, Linha 245, Coluna 21>
2025-07-07 12:47:51,363 - INFO - Token: <INT, 8, Linha 245, Coluna 23>
2025-07-07 12:47:51,363 - INFO - Token: <P_I, ), Linha 245, Coluna 24>
2025-07-07 12:47:51,363 - INFO - Token: <C_N, {, Linha 245, Coluna 26>
2025-07-07 12:47:51,363 - INFO - Token: <LET, let, Linha 246, Coluna 8>
2025-07-07 12:47:51,364 - INFO - Token: <VAR, proximo, Linha 246, Coluna 12>
2025-07-07 12:47:51,364 - INFO - Token: <POINT2, :, Linha 246, Coluna 19>
2025-07-07 12:47:51,364 - INFO - Token: <INT_TYPE, int, Linha 246, Coluna 21>
2025-07-07 12:47:51,364 - INFO - Token: <EQUALS, =, Linha 246, Coluna 25>
2025-07-07 12:47:51,364 - INFO - Token: <VAR, fib1, Linha 246, Coluna 27>
2025-07-07 12:47:51,365 - INFO - Token: <ADD, +, Linha 246, Coluna 32>
2025-07-07 12:47:51,365 - INFO - Token: <VAR, fib2, Linha 246, Coluna 34>
2025-07-07 12:47:51,365 - INFO - Token: <VAR, fib_count, Linha 247, Coluna 8>
2025-07-07 12:47:51,365 - INFO - Token: <ADD, +, Linha 247, Coluna 18>
2025-07-07 12:47:51,365 - INFO - Token: <EQUALS, =, Linha 247, Coluna 19>
2025-07-07 12:47:51,365 - INFO - Token: <INT, 1, Linha 247, Coluna 21>
2025-07-07 12:47:51,366 - INFO - Token: <PRINT, print, Linha 248, Coluna 8>
2025-07-07 12:47:51,366 - INFO - Token: <DUPONT, ::, Linha 248, Coluna 14>
2025-07-07 12:47:51,366 - INFO - Token: <STRING, "F(", Linha 248, Coluna 17>
2025-07-07 12:47:51,366 - INFO - Token: <VIRG, ,, Linha 248, Coluna 22>
2025-07-07 12:47:51,367 - INFO - Token: <VAR, fib_count, Linha 248, Coluna 24>
2025-07-07 12:47:51,367 - INFO - Token: <ADD, +, Linha 248, Coluna 34>
2025-07-07 12:47:51,367 - INFO - Token: <INT, 1, Linha 248, Coluna 36>
2025-07-07 12:47:51,367 - INFO - Token: <VIRG, ,, Linha 248, Coluna 37>
2025-07-07 12:47:51,367 - INFO - Token: <STRING, ") =", Linha 248, Coluna 39>
2025-07-07 12:47:51,367 - INFO - Token: <VIRG, ,, Linha 248, Coluna 44>
2025-07-07 12:47:51,368 - INFO - Token: <VAR, proximo, Linha 248, Coluna 46>
2025-07-07 12:47:51,368 - INFO - Token: <VAR, fib1, Linha 249, Coluna 8>
2025-07-07 12:47:51,368 - INFO - Token: <EQUALS, =, Linha 249, Coluna 13>
2025-07-07 12:47:51,368 - INFO - Token: <VAR, fib2, Linha 249, Coluna 15>
2025-07-07 12:47:51,369 - INFO - Token: <VAR, fib2, Linha 250, Coluna 8>
2025-07-07 12:47:51,369 - INFO - Token: <EQUALS, =, Linha 250, Coluna 13>
2025-07-07 12:47:51,369 - INFO - Token: <VAR, proximo, Linha 250, Coluna 15>
2025-07-07 12:47:51,369 - INFO - Token: <C_I, }, Linha 251, Coluna 4>
2025-07-07 12:47:51,369 - INFO - Token: <LET, let, Linha 254, Coluna 4>
2025-07-07 12:47:51,369 - INFO - Token: <VAR, nota, Linha 254, Coluna 8>
2025-07-07 12:47:51,370 - INFO - Token: <POINT2, :, Linha 254, Coluna 12>
2025-07-07 12:47:51,370 - INFO - Token: <INT_TYPE, int, Linha 254, Coluna 14>
2025-07-07 12:47:51,370 - INFO - Token: <EQUALS, =, Linha 254, Coluna 18>
2025-07-07 12:47:51,370 - INFO - Token: <INT, 8, Linha 254, Coluna 20>
2025-07-07 12:47:51,370 - INFO - Token: <LET, let, Linha 255, Coluna 4>
2025-07-07 12:47:51,371 - INFO - Token: <VAR, frequencia, Linha 255, Coluna 8>
2025-07-07 12:47:51,371 - INFO - Token: <POINT2, :, Linha 255, Coluna 18>
2025-07-07 12:47:51,371 - INFO - Token: <INT_TYPE, int, Linha 255, Coluna 20>
2025-07-07 12:47:51,371 - INFO - Token: <EQUALS, =, Linha 255, Coluna 24>
2025-07-07 12:47:51,371 - INFO - Token: <INT, 85, Linha 255, Coluna 26>
2025-07-07 12:47:51,372 - INFO - Token: <PRINT, print, Linha 257, Coluna 4>
2025-07-07 12:47:51,372 - INFO - Token: <DUPONT, ::, Linha 257, Coluna 10>
2025-07-07 12:47:51,372 - INFO - Token: <STRING, "=== VALIDAÇÃO DE APROVAÇÃO ===", Linha 257, Coluna 13>
2025-07-07 12:47:51,372 - INFO - Token: <PRINT, print, Linha 258, Coluna 4>
2025-07-07 12:47:51,372 - INFO - Token: <DUPONT, ::, Linha 258, Coluna 10>
2025-07-07 12:47:51,373 - INFO - Token: <STRING, "Nota:", Linha 258, Coluna 13>
2025-07-07 12:47:51,373 - INFO - Token: <VIRG, ,, Linha 258, Coluna 20>
2025-07-07 12:47:51,373 - INFO - Token: <VAR, nota, Linha 258, Coluna 22>
2025-07-07 12:47:51,373 - INFO - Token: <PRINT, print, Linha 259, Coluna 4>
2025-07-07 12:47:51,373 - INFO - Token: <DUPONT, ::, Linha 259, Coluna 10>
2025-07-07 12:47:51,374 - INFO - Token: <STRING, "Frequência:", Linha 259, Coluna 13>
2025-07-07 12:47:51,374 - INFO - Token: <VIRG, ,, Linha 259, Coluna 26>
2025-07-07 12:47:51,374 - INFO - Token: <VAR, frequencia, Linha 259, Coluna 28>
2025-07-07 12:47:51,374 - INFO - Token: <IF, if, Linha 261, Coluna 4>
2025-07-07 12:47:51,374 - INFO - Token: <P_N, (, Linha 261, Coluna 7>
2025-07-07 12:47:51,375 - INFO - Token: <VAR, nota, Linha 261, Coluna 8>
2025-07-07 12:47:51,375 - INFO - Token: <GTE, >=, Linha 261, Coluna 13>
2025-07-07 12:47:51,375 - INFO - Token: <INT, 7, Linha 261, Coluna 16>
2025-07-07 12:47:51,375 - INFO - Token: <AND, &&, Linha 261, Coluna 18>
2025-07-07 12:47:51,375 - INFO - Token: <VAR, frequencia, Linha 261, Coluna 21>
2025-07-07 12:47:51,376 - INFO - Token: <GTE, >=, Linha 261, Coluna 32>
2025-07-07 12:47:51,376 - INFO - Token: <INT, 75, Linha 261, Coluna 35>
2025-07-07 12:47:51,376 - INFO - Token: <P_I, ), Linha 261, Coluna 37>
2025-07-07 12:47:51,376 - INFO - Token: <C_N, {, Linha 261, Coluna 39>
2025-07-07 12:47:51,376 - INFO - Token: <PRINT, print, Linha 262, Coluna 8>
2025-07-07 12:47:51,377 - INFO - Token: <DUPONT, ::, Linha 262, Coluna 14>
2025-07-07 12:47:51,377 - INFO - Token: <STRING, "APROVADO!", Linha 262, Coluna 17>
2025-07-07 12:47:51,377 - INFO - Token: <C_I, }, Linha 263, Coluna 4>
2025-07-07 12:47:51,377 - INFO - Token: <ELSEIF, elseif, Linha 263, Coluna 6>
2025-07-07 12:47:51,378 - INFO - Token: <P_N, (, Linha 263, Coluna 13>
2025-07-07 12:47:51,378 - INFO - Token: <VAR, nota, Linha 263, Coluna 14>
2025-07-07 12:47:51,378 - INFO - Token: <GTE, >=, Linha 263, Coluna 19>
2025-07-07 12:47:51,378 - INFO - Token: <INT, 5, Linha 263, Coluna 22>
2025-07-07 12:47:51,379 - INFO - Token: <AND, &&, Linha 263, Coluna 24>
2025-07-07 12:47:51,379 - INFO - Token: <VAR, frequencia, Linha 263, Coluna 27>
2025-07-07 12:47:51,379 - INFO - Token: <GTE, >=, Linha 263, Coluna 38>
2025-07-07 12:47:51,379 - INFO - Token: <INT, 75, Linha 263, Coluna 41>
2025-07-07 12:47:51,379 - INFO - Token: <P_I, ), Linha 263, Coluna 43>
2025-07-07 12:47:51,380 - INFO - Token: <C_N, {, Linha 263, Coluna 45>
2025-07-07 12:47:51,380 - INFO - Token: <PRINT, print, Linha 264, Coluna 8>
2025-07-07 12:47:51,380 - INFO - Token: <DUPONT, ::, Linha 264, Coluna 14>
2025-07-07 12:47:51,380 - INFO - Token: <STRING, "RECUPERAÇÃO", Linha 264, Coluna 17>
2025-07-07 12:47:51,380 - INFO - Token: <C_I, }, Linha 265, Coluna 4>
2025-07-07 12:47:51,381 - INFO - Token: <ELSE, else, Linha 265, Coluna 6>
2025-07-07 12:47:51,381 - INFO - Token: <C_N, {, Linha 265, Coluna 11>
2025-07-07 12:47:51,381 - INFO - Token: <PRINT, print, Linha 266, Coluna 8>
2025-07-07 12:47:51,381 - INFO - Token: <DUPONT, ::, Linha 266, Coluna 14>
2025-07-07 12:47:51,381 - INFO - Token: <STRING, "REPROVADO!", Linha 266, Coluna 17>
2025-07-07 12:47:51,382 - INFO - Token: <C_I, }, Linha 267, Coluna 4>
2025-07-07 12:47:51,382 - INFO - Token: <PRINT, print, Linha 273, Coluna 4>
2025-07-07 12:47:51,382 - INFO - Token: <DUPONT, ::, Linha 273, Coluna 10>
2025-07-07 12:47:51,382 - INFO - Token: <STRING, "==========================", Linha 273, Coluna 13>
2025-07-07 12:47:51,382 - INFO - Token: <PRINT, print, Linha 274, Coluna 4>
2025-07-07 12:47:51,383 - INFO - Token: <DUPONT, ::, Linha 274, Coluna 10>
2025-07-07 12:47:51,383 - INFO - Token: <STRING, "Demonstração finalizada!", Linha 274, Coluna 13>
2025-07-07 12:47:51,383 - INFO - Token: <PRINT, print, Linha 275, Coluna 4>
2025-07-07 12:47:51,383 - INFO - Token: <DUPONT, ::, Linha 275, Coluna 10>
2025-07-07 12:47:51,383 - INFO - Token: <STRING, "Todas as funcionalidades foram testadas:", Linha 275, Coluna 13>
2025-07-07 12:47:51,383 - INFO - Token: <PRINT, print, Linha 276, Coluna 4>
2025-07-07 12:47:51,384 - INFO - Token: <DUPONT, ::, Linha 276, Coluna 10>
2025-07-07 12:47:51,384 - INFO - Token: <STRING, "Tipos: int, String", Linha 276, Coluna 13>
2025-07-07 12:47:51,384 - INFO - Token: <PRINT, print, Linha 277, Coluna 4>
2025-07-07 12:47:51,384 - INFO - Token: <DUPONT, ::, Linha 277, Coluna 10>
2025-07-07 12:47:51,384 - INFO - Token: <STRING, "Operadores: +, -, *, /, ==, !=, <, >, <=, >=, &&, ||", Linha 277, Coluna 13>
2025-07-07 12:47:51,384 - INFO - Token: <PRINT, print, Linha 278, Coluna 4>
2025-07-07 12:47:51,385 - INFO - Token: <DUPONT, ::, Linha 278, Coluna 10>
2025-07-07 12:47:51,385 - INFO - Token: <STRING, "Estruturas: if/elseif/else, for, while", Linha 278, Coluna 13>
2025-07-07 12:47:51,385 - INFO - Token: <PRINT, print, Linha 279, Coluna 4>
2025-07-07 12:47:51,385 - INFO - Token: <DUPONT, ::, Linha 279, Coluna 10>
2025-07-07 12:47:51,385 - INFO - Token: <STRING, "E/S: print, input", Linha 279, Coluna 13>
2025-07-07 12:47:51,386 - INFO - Token: <PRINT, print, Linha 280, Coluna 4>
2025-07-07 12:47:51,386 - INFO - Token: <DUPONT, ::, Linha 280, Coluna 10>
2025-07-07 12:47:51,386 - INFO - Token: <STRING, "Expressões complexas e precedência", Linha 280, Coluna 13>
2025-07-07 12:47:51,386 - INFO - Token: <PRINT, print, Linha 281, Coluna 4>
2025-07-07 12:47:51,386 - INFO - Token: <DUPONT, ::, Linha 281, Coluna 10>
2025-07-07 12:47:51,387 - INFO - Token: <STRING, "==========================", Linha 281, Coluna 13>
2025-07-07 12:47:51,387 - INFO - Token: <END, @end, Linha 283, Coluna 0>
